timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-03-07T16:38:48,Harmonic oscillator PINN,761d1a3f-133d-47e2-a0b9-81fd18b694d8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,294.58633669999836,0.000717278345329484,2.4348663056289264e-06,2.7224103091875533,0.0,10.0,0.0002165825531348025,0.0,0.0007887960911111602,0.0010053786442459627,0.0,India,IND,uttarakhand,,,Windows-10-10.0.19045-SP0,3.11.9,3.2.3,4,Intel(R) Pentium(R) Silver N5000 CPU @ 1.10GHz,,,78.0325,30.3275,3.827106475830078,machine,4.063604240282685,0,91.48339222614841,3.5010773082504003,N,1.0,0.0
